Item,Description,Qty,Price
BassStrings40210,Warwick Black Label Stainless Medium 4-String Bass Strings: .40-.100,3,"TK9,000.00"
PedalTrain3SC,PedalTrain 3 with Softcase (PT-3-SC): Frame - 24x16x3.75 inches,3,"TK43,000.00"
PedalTrainJRSC,PedalTrain JR with Softcase (PT-JR-HC): Frame - 17x12.5x2.5 inches,3,"TK31,500.00"
GuitarCableFT15AS,Fulltone Gold GS15-AS (15' Angled-Straight),3,"TK13,500.00"
Dunlop88BTriggerClassicalCapoBlack,Dunlop 88B Trigger Classical Capo - Black,3,"TK3,950.00"
VicFirthVF7AW,Vic Firth 7A Wood Tip Drumstick Pair,3,"TK2,550.00"
PedalTrain2SC,PedalTrain 2 with Softcase (PT-2-SC): Frame - 24x12.5x2.5 inches,3,"TK37,000.00"
Potentiometer,CTS 500K-ohm,3,"TK2,950.00"
AllPartsCTSLongShaft500KSplitShaftAudioPotEP-0686-000,"500K Audio Pot, 3/4 Long Threaded Bushing, CTS, 24 spline split knurled shaft with nut, lock and dress washer. Threaded bushing is 3/4"" tall.",3,"TK3,000.00"
Carvin UX16-BP WirelessSystem,CARVIN UX16-BP UHF WIRELESS RECEIVER AND BODY PACK TRANSMITTER WITH UXGT (1/4 in. Guitar Cable for Wireless Systems),3,"TK115,000.00"
EffectsPedalTCEPTMini,TC Electronic PolyTune Tuner Pedal Mini,3,"TK21,000.00"
Bass Pickup,Seymour Duncan Blackouts 4 String Bass ASB-BO-4,3,"TK34,500.00"
DunlopDBN45105,Dunlop Electric Bass 4 Strings Medium Nickel 45-105,3,"TK4,800.00"
SDSH4,Seymour Duncan SH-4 JB Humbucker Black (Bridge),3,"TK21,500.00"
Gruv gear,FretWraps,3,"TK3,350.00"
Pickup Rewinding,Pickup Rewinding,3,"TK6,000.00"
RocktronBansheeAmplifiedTalkbox,"Rocktron Banshee Amplified Talkbox:  Amplified Talkbox Effect for Guitar with Gain, Tone, and Output controls, Bypass Footswitch, and Vinyl Tube.",3,"TK37,500.00"
SeymourDuncanWoodyXL,Seymour Duncan SH 1B '59,3,"TK29,575.00"
WamplerSovereign,Wampler Sovereign,3,"TK56,000.00"
GuitarStringsEB2225,Ernie Ball 2225 Extra Slinky Nickel Wound Electric Strings: .008-.038 Custom Gauge,3,"TK1,500.00"
Tech21PowerEngine60,Tech 21 Power Engine 60 with original cover,3,"TK114,000.00"
AllPartsPenguinMotorizedStringWinderMultitoolLT-4239-000,"Penguin 3 in 1 motorized string winder, string cutter, and bridge pin remover. Slide switch controls left or right winding action. Quickly wind and unwind strings and minimize risk of damage to tuners. Includes charger for USB and 5V DC adapter.",3,"TK19,500.00"
CarvinGuitarCableC20PC,Carvin Guitar Cable 20 Feet Braided,3,"TK7,500.00"
DrumsAccessories,"Evans EC Reverse Dot - 14""",3,"TK3,700.00"
Ukele,Cordoba UP100 Starter Pack,3,"TK53,000.00"
AllParts SchallerAllenWrenchHolderAP-0645-003Black,"Schaller model 1233 Wrench Holder. Holds 2 Wrenches, Black",3,"TK5,100.00"
GHSStringsH-T10,GHS Hawaiian Tenor Ukulele Nylon Guitar Strings: Aluminum wound. Gauges:28-36-35-32,3,TK900.00
SDAPH2S,Seymour Duncan APH-2s Alnico II Pro Slash Guitar Pickup Set (Zebra/Reverse Zebra),3,"TK55,500.00"
Tuner,Fishman Clip On Tuner,3,"TK15,000.00"
Guitar Hanger,String Swing Stylz Guitar Keeper - Eternity,3,"TK4,250.00"
AllPartsFenderCRL5-WayStratocasterSwitchEP-0076-000,"5-Way Switch, With stainless steel screws for Stratocaster®, The Original CRL Switch. Made in the USA.",3,"TK6,050.00"
Dunlop83CNAcousticCapo,Dunlop 83CN Trigger Acoustic Capo - Nickel,4,"TK5,000.00"
Shipping,EMS Registered,4,"TK158,420.00"
BlackWashersEP-0070-B03,Black Washers,4,TK100.00
DiagoHCPBShowman,Diago Hardcase Pedalboard Showman,4,"TK62,000.00"
DunlopStrapLockSLS1033BK,Dunlop Dual Design Strap Lock - Black,4,"TK5,900.00"
decal,Jazz Blocks Japan White,4,"TK5,500.00"
Delivery,Door to Door Delivery,4,"TK1,800.00"
FulltoneGS10SS,Fulltone Gold Standard 10' Cable Straight to Straight,4,"TK13,250.00"
FulltoneGS12AA,"Fulltone 12"" interconnect ANGLED to ANGLED",4,"TK6,000.00"
RocktronMetalEmbrace,Rocktron Metal Embrace Distortion Pedal,4,"TK42,000.00"
AllPartsSpringNOTremoloSpringSilencersBP-2009-000,"SpringNO tremolo spring silencers, pack of 3.",4,"TK2,400.00"
AllPartsStop-ItFrictionDiscWashersEP-4972-023,Stop-It friction disc washers for knobs.,4,TK800.00
EffectsPedalTCEPolyTuneMini,TC Electronic PolyTune Mini Polyphonic Tuning Pedal,4,"TK38,500.00"
Tech21BassDriverDI,Tech 21 SansAmp Bass Driver DI,4,"TK64,500.00"
BreedloveStageConcert,Breedlove Stage Concert Cutaway Acoustic-Electric Guitar Natural with original deluxe gig bag,4,"TK324,000.00"
AllPartsChromeOnOnRoundBatMiniSwitchEP-4181-010,"Chrome On-On Mini Switch with round bat. Double pole double throw (DPDT). Includes mounting hardware. 5/16"" thread bushing height; 1/4"" diameter hole; 5/8"" body cavity depth needed.",4,"TK2,000.00"
AquilaUkuleleStrings,Aquila Ukulele Strings,4,"TK3,800.00"
BassStringsDR,"DR Strings Orange Neon NOB (.45-.105) Nickel Coated Bass Guitar Strings, Medium",4,"TK12,602.50"
AllPartsBlackDomeKnobsMK-0110-003,Black dome knob with set screws. Domes have a slightly flattened top. Fits USA solid shaft pots. Measures 13/16 inch tall x 3/4 inch wide.,4,"TK3,000.00"
Guitar Capo,Kyser KG3B Short-Cut 3-String Acoustic Capo,4,"TK12,325.00"
CarvinTRX3210A,"Carvin TRX3210A Active 2500W Line Array Element With Hardware. Package Includes: 1 TRX3210A Active 2500W Line Array Element, Pair of SUREFLYTRX hanging hardware (installed), AC cord/jumper kit",4,"TK500,000.00"
EffectsPedalITS,Ibanez Tube Screamer TS9DX (Turbo Reissue),4,"TK54,000.00"
GuitarStringsGBL,GHS GBL Guitar Boomers Roundwound Light Electric Guitar Strings: .010-.046,4,"TK2,150.00"
Carvin PM15A 15 Inch Speaker,Carvin PM15A Molded Active 15 Inch Speaker,4,"TK235,000.00"
CarvinProgramReferenceMonitorPM5B,Carvin PM5-B Program Reference Monitor (Black),4,"TK40,000.00"
CarvinSS4SpeakerPole,Carvin SS4 Speaker Pole,4,"TK10,000.00"
CarvinPRO1TL,Carvin PRO1TL 18 Inch Speakon Speaker Cable,4,"TK14,000.00"
CarvinPM5-CB Wall/CeilingMountwithBrackets,Carvin PM5-CB Wall/Ceiling Mount for PM5 Reference Spot Monitors with PM5-UB U Bracket for PM5 Monitor (Black),4,"TK32,000.00"
AllPartsBlackOnOnOnRoundBatMiniSwitchEP-4180-003,"Black On-On-On Mini Switch with round bat. Double pole double throw (DPDT). Includes mounting hardware. 5/16"" thread bushing height; 1/4"" diameter hole; 5/8"" body cavity depth needed.",4,"TK4,400.00"
DunlopDBN45125,Dunlop Electric Bass 5 Strings Medium Nickel 45-125,4,"TK7,400.00"
Dunlop654GuitarPolishCleaner,Dunlop 654 Formula No. 65 Guitar Polish and Cleaner,4,"TK2,050.00"
DrumsSticksPMHR,Pro-Mark Hot Rods Pair,4,"TK7,000.00"
PedaltrainUBKT-2PowerSupplyMountingBracket,Pedaltrain UBKT-2 Power Supply Mounting Bracket,4,"TK5,500.00"
Mic Stand,Microphone Desk Stand,4,"TK10,000.00"
AllParts250KDPDTPotEP-0285-000,250K push / pull audio taper potentiometer. Threaded portion is 8.5 mm. 35mm from bottom of pot to top of threaded portion. Includes nut and washer.,4,"TK5,400.00"
BreedlovePursuitConcert,Breedlove Pursuit Concert Acoustic-Electric Guitar Natural with original gig bag,4,"TK162,000.00"
Dunlop654CPolish&Cloth,Dunlop 654C Formula No. 65 Polish & Cloth,4,"TK3,850.00"
Alignment,Bridge Alignment,4,"TK4,500.00"
Monitor Speakers,"Yamaha HS8S: 150W Active Studio Subwoofer with 8"" Speaker, Balanced XLR Inputs and Outputs, Balanced TRS Inputs, Low Cut, Phase, and Level Controls",4,"TK170,500.00"
Pedal Boad,Pedal Train 3 with Gig Bag,4,"TK75,000.00"
Guitar Case,DBZ Electric Hard Case,4,"TK65,500.00"
LavaSolderFreeKitMixedLCPBKTMS,Lava Solder-Free Kit Mixed Nickel Plugs 5 each R/A + 5 each Straight 1/4 (SOLDER-VERSION): Black Cable,4,"TK34,000.00"
BlackDomeKnobsMK-3150-003,Short black dome knobs with set screw. Fits USA split shaft pots. 5/8 inch tall x 3/4 inch wide with .236 inch (6mm) hole.,5,"TK3,750.00"
FulltoneGS6AA,"Fulltone 6"" interconnect ANGLED to ANGLED",5,"TK8,650.00"
WamplerTripleWreck,Wampler Triple Wreck Distortion Pedal,5,"TK131,000.00"
Headphone,Behringer HPM 1000,5,"TK5,300.10"
Elixir11000,Elixir Acoustic 80/20 Bronze POLYWEB® Coating Extra Light (.010-.047),5,"TK5,800.00"
"Hosa6""GuitarCable","Hosa 6"" Guitar Cable",5,"TK3,250.00"
DunlopDEN1046,Dunlop Electric Guitar Strings Nickel Medium 10-46,5,"TK2,250.00"
Elixir15332,Elixir Bass NANOWEB® Coating 6th String Single (.032),5,"TK4,250.00"
PowerSupply1SpotMC5,Visual Sound 1 SPOT Multi Plug 5 Cable: 5-plug Cable for 1 SPOT Power Adapter with Right-angle Plugs and Spring-loaded Contacts,5,"TK6,250.00"
AllPartsCTS500KSolidShaftAudioPotEP-0886-000,"CTS 500K Audio Pot, solid shaft with nut, lock and dress washer. Threaded bushing is 3/8"" tall. 0.25 inch shaft diameter. 0.25 inch shaft diameter.",5,"TK4,750.00"
Acoustic Guitar,Breedlove Atlas Stage C25/SRe Acoustic Electric Guitar with Hardshell Casing,5,"TK387,000.00"
Elixir14677,Elixir Bass NANOWEB® Coating 4-String Light/Long Scale (.045-.105),5,"TK16,750.00"
AllPartsKoreanToggleSwitchEP-4366-000,"Economy Korean toggle switch with boxed electronics, with knob. Threaded shaft 12mm diameter by 11mm tall.",5,"TK4,550.00"
DiagoHCPBTourman,Diago Hardcase Pedalboard Tourman,5,"TK90,500.00"
Pedal Power Adaptor,One Spot Power 9V ,5,"TK11,750.00"
Guitar Mantenance,Installation and Service,5,"TK3,050.00"
Intonation,"Intonation, setup and poles adjustment",5,"TK6,800.00"
FulltoneGS15AS,Fulltone Gold Standard GS15-AS 15' Angled-Straight,5,"TK19,350.00"
DunlopDBN45100,Dunlop Electric Bass 4 Strings Medium Light Nickel 45-100,5,"TK8,800.00"
AllPartsBourns500KPush/PullPotEP-5286-000,"Bourns 500K Push/Pull Audio Taper Pot, Split Shaft, with hardware",5,"TK6,600.00"
AllParts500KDPDTPushPullAudioPotEP-0286-000,"500K A Push/Pull Audio Taper Potentiometer, With Nut and Washer.",5,"TK5,500.00"
EHX9VPowerSupply,EHX 9v Power Supply,5,"TK6,000.00"
DiagoHCPBGigman,Diago Hardcase Pedalboard Gigman,5,"TK62,500.00"
"AllPartsSwitchcraft1/4""InputJackEP-0055-000","Switchcraft 1/4 inch mono input jack. Includes nut and washer. Requires 3/8""-diameter mounting hole; 3/8 x 32 threaded portion is 1/4 inch long.",5,"TK1,900.00"
AllPartsGP-9040-023F-1PickMediumGauge,"F-1 guitar picks: Black, medium gauge. Ergonomically designed to require less pressure needed to grip the trick, resulting in more control and speed.",5,"TK1,375.00"
WamplerFauxTapeEcho,Wampler Faux Tape Echo,6,"TK127,500.00"
AllPartsStainlessSteelFretWireLT-0893-005,"Stainless Steel Fret Wire A= 2.40mm .095"" B= 2.80mm .110"" C= 1.30mm .051"" D= 1.43mm .056"" E= 0.60mm .024"" F= 0.80mm .032"". One 2-Foot Length.",6,"TK4,500.00"
DunlopClassicalStringSetDPV101,Dunlop Premier Series Classical Guitar 6 String Set Straight End Normal Tension (DPV101),6,"TK3,600.00"
Carvin C10XLR 10 Foot XLR Cable,Carvin C10XLR 10 Foot XLR Cable,6,TK0.00
CarvinPRO25TL,Carvin PRO25TL 25 Foot Speakon Speaker Cable,6,"TK48,000.00"
Carvin SS20 Speaker Stand,Carvin SS20 Speaker Stand,6,"TK36,500.00"
Dunlop 6503 Body & Fingerboard Cleaning Kit,Dunlop 6503 Body & Fingerboard Cleaning Kit,6,"TK8,400.00"
Carvin M50 Dynamic Microphone,Carvin M50 Unidirectional Dynamic Vocal Microphone,6,"TK36,000.00"
Hosa1'GuitarCable,Hosa 1' Guitar Cable,6,"TK3,900.00"
GHSFastFret,GHS Fast Fret,6,"TK5,100.00"
OneControlMicroDistro,One Control Micro Distro Power Supply: Power up to 9 pedals including a 12-18V SAG adjustable output. ,6,"TK66,500.00"
TremoloTensionSpring,Tremolo Tension Spring,6,"TK1,800.00"
CardTransaction,Card Transaction,6,TK779.00
Elixir14777,Elixir Bass NANOWEB® Coating 5-String Medium w/Light B /Long Scale (.045-.130),6,"TK22,900.00"
GHSStrings4-RMB,GHS Big Core Drop Tuning Bass Guitar Strings (45-105),6,"TK18,000.00"
Elixir14202,Elixir Bass NANOWEB® Coating 5-String Light/Long Scale (.045-.130),7,"TK26,600.00"
MOD,Boss DS-1 MOD,7,"TK23,500.00"
FulltoneGS15SS,Fulltone Gold Standard 15' Cable Straight to Straight,7,"TK28,900.00"
Order Tracker,"Just to track the order, not payable",7,TK7.00
Bass Strap,"Neotech 8301052 Mega Bass Strap, Black",7,"TK20,500.00"
DunlopDEN1150,Dunlop Electric Guitar Strings Medium Heavy Nickel 11-50,7,"TK3,150.00"
 Bass Strings,Ernie Ball Hybrid Slinky (.45-.105),7,"TK22,000.00"
Guitar Pickup,Seymour Duncan TB-6 Distortion Trembucker Humbucker Pickup - Black,7,"TK66,500.00"
GHSStringsBB20X,GHS BB20X Bright Bronze - 80/20 Bronze Extra Light Acoustic Guitar Strings: .011-.050,7,"TK4,600.00"
FulltoneGS8AA,"Fulltone 8"" interconnect ANGLED to ANGLED",7,"TK11,875.00"
Elixir14087,Elixir Bass NANOWEB® Coating 4-String Medium/Extra Long Scale (.045-.105),7,"TK23,350.00"
BulkQuadCoreCable,Quad Core Cable (UK) Per Feet,7,TK700.00
Bass Guitar,Carvin LB70W  FW4 - Bookmatched Figured Claro Walnut Top  -CG - Clear Gloss Finish (Standard) 5MW - 5-Piece Maple Neck w/ 2 Walnut Stripes SBH - SB-Style Headstock FWPH - Figured Walnut Headstock Matches Body Finish BMF - Birdseye Maple Fingerboard (Tung-Oile,7,"TK616,250.00"
Carvin MS13 Mic Stand,Carvin MS13 Mic Stand / Boom Combo,8,"TK38,000.00"
Microphone,Lapel Mic,8,"TK150,000.00"
Pedal Mod,NS 2  MOD,8,"TK25,000.00"
Carvin Guitar Cable,Carvin Guitar Cable 20 Feet Braided,8,"TK20,000.00"
Slides,Dunlop Moonshine C215,8,"TK5,350.00"
Carvin UX16-MC Hand Held Microphone System,Carvin UX16-MC Hand Held Mic Transmitter And UHF Receiver,8,"TK320,000.00"
PickguardScrewsforFenderStainless,Pickguard Screws for Fender - Stainless,8,TK400.00
DunlopDEN0942,Dunlop Electric Guitar Strings Light Nickel 09-42,8,"TK3,600.00"
FenderAccessoriesFCT-012ClipOnTuner,Fender Accessories FCT-012 Clip on Color Tuner Clip-on Headstock Tuner with LCD Display and Vibration Sensor,8,"TK8,500.00"
AllPartsBlackMetricGuitarBridgeHeightScrewGS-0049-B03,"Metric Bridge Height Screws (100 pieces) for Guitar, Hex Head, Black, M3 x 8 mm",8,TK280.00
AllPartsBlackDomeKnobsMK-3150-003,Short black dome knobs with set screw. Fits USA split shaft pots. 5/8 inch tall x 3/4 inch wide with .236 inch (6mm) hole.,8,"TK6,000.00"
LavaTightRopeLCTRKTB,"Lava TightRope Solder-Free Kit, 10' Cable, 10 R/A Plugs, Cutter, Black Cable",9,"TK48,500.00"
Elixir11025,Elixir Acoustic 80/20 Bronze POLYWEB® Coating Custom Light (.011-.052),9,"TK10,800.00"
DiagoPowerSupplyMicroPower9PS10,"Diago Power Supply (PS10) 1 A with 1 x Micropower9 Base Unit, 1 x AC Mains Cable (detachable), 1 x Instruction Manual, 1 x Strip of Velcro, (Daisy Chain NOT included)",9,"TK31,500.00"
Strap Lock,Schaller Security Strap Locks - Chrome Guitar Straplocks with Pull-out Release - Chrome,9,"TK15,350.00"
AlphaControlPots25Kohm,Control Pots - 500k-ohm,9,"TK10,250.00"
Pickup Installation,Single Pickup Installation,10,"TK6,000.00"
Carvin MS11 Short Mic Stand,Carvin MS11 Short Mic Stand / Boom Combo,10,"TK35,000.00"
DiagoPowerDaisyChainPS02,Diago Deluxe Daisy Chain for Powering 6 Pedals (PS02),10,"TK12,250.00"
PowerSupplyDEHSDEU,Decibel Eleven DB11-HSD-EU Hot Stone Deluxe Power Supply - 230V,10,"TK169,350.00"
GHSStringsS325,GHS S325 Phosphor Bronze Light Acoustic Guitar Strings: .012-.054,10,"TK7,000.00"
Strap,Joe Satriani Skull and Bones,11,"TK26,900.00"
DrumsSticksPMTX5AW,Pro-Mark 5A TX5AW Wood Tip Hickory Drum Sticks Pair,11,"TK11,000.00"
FulltoneOCD,Fulltone OCD,11,"TK134,750.00"
Dunlop 6504 Guitar Tech Care Kit,Dunlop 6504 Guitar Tech Care Kit,11,"TK21,700.00"
AllPartsSwitchcraft12BStereoInputJackEP-0155-000,"1/4 Input Jack, Stereo, Switchcraft #12B, with nut and washer. A stereo input jack is used for stereo wiring, or to turn on/off onboard active systems when the plug is inserted. Requires 3/8""-diameter mounting hole; 3/8 x 32 threaded portion is 1/4"" long.",11,"TK8,850.00"
GHSStrings2150W,GHS Nylon and Silver Classical Guitar Strings - Tie End,11,"TK6,600.00"
GHSStringsGBUL,GHS GBUL Guitar Boomers Roundwound Ultra Light Electric Guitar Strings: .008-.038,11,"TK6,050.00"
Inlay Sticker,Inlay Decals,11,"TK14,504.60"
GHSStringsGBM,GHS GBM Guitar Boomers Roundwound Medium Electric Guitar Strings: .011-.050 Medium Gauge,11,"TK6,050.00"
drums Stick,Vick Firth 7A,12,"TK15,250.00"
AllPartsSaddle InsertsBP-0114-003,"Bridge Saddle Block Inserts for Floyd Rose® or Schaller Tremolo, Black",12,"TK1,800.00"
Guitar Amp,"Blackstar ID:60TVP 1x12"" 60-Watt Programmable Combo",12,"TK1,042,000.00"
GHSStringsML3045,GHS ML3045 Bass Boomers Roundwound Long Scale Medium Light Electric Bass Strings: .045-.100,12,"TK24,000.00"
Bass Strings,D'Addario 4 String Set,13,"TK28,850.00"
Guitar Picks,Dunlop 427PJP,13,"TK2,665.00"
drums Accessories,"Evans Genera Dry - 14"" : 14"" Dry Snare Head with 10mil Single-ply Film, and 2mil Overtone Control Ring",13,"TK40,750.00"
SDP500kPotentiometer,Seymour Duncan 500k Potentiometer,13,"TK16,250.00"
Guitar StringsEX110BT,"D'Addario EXL110BT Nickel Wound Electric Guitar Strings, Balanced Tension Regular Light, 10-46",13,"TK7,000.00"
Guitar Maintanence,GHS Fast Fret,14,"TK14,200.00"
BulkQuadCoreInstrumentCable,Premium Quad Core Cable (UK) Per Feet,15,"TK1,500.00"
GHSStringsBB10U,GHS Bright Bronze - 80/20 Bronze Ultra Light Acoustic Guitar Strings: .010-.046 Ultra Light Gauge Acoustic Guitar Strings,15,"TK9,766.00"
GuitarStringsEB2221,Ernie Ball 2221 Regular Slinky Nickel Wound Electric Strings: .010-.046 Custom Gauge,15,"TK8,250.00"
Elixir14077,Elixir Bass NANOWEB® Coating 4-String Medium/Long Scale (.045-.105),15,"TK50,050.00"
XLR Female Jack,Neutrik XLR Male/Female Jack,15,"TK14,850.00"
Guitar Knobs,"StewMac 0157-B Dome Knob Black, 1/4"" shaft ",15,"TK5,925.00"
ReplacementTubes,Carvin TUBE POWER EL34 PREMIUM,16,"TK35,600.00"
Electric Guitar Strings,Ernie Ball 2221 Regular Slinky Nickel Wound Electric Strings,16,"TK10,600.00"
AllPartsCTS500KSplitShaftAudioPotEP-0086-000,"CTS 500K Audio Pot, 24 spline split knurled shaft with nut, lock and dress washer. Threaded bushing is 3/8"" tall",16,"TK16,000.00"
GuitarAccessories,"Hosa 6"" Guitar Cable",16,"TK13,950.00"
Guitar Cable,"George Ls 15' Straight to Straight Guitar Cable - 15', Straight to Straight",17,"TK54,041.20"
AllPartsSwitchcraftRightAngleCablePlugEP-0289-010,"Switchcraft 1/4 Right Angle Cable Mount Plug. Heavy Duty Style. Includes right angle plug, plastic insulator, and housing.",17,"TK8,650.00"
DrumsSticksPMTX7AW,Pro-Mark 7A TX7AW Wood Tip Hickory Drums Sticks Pair,18,"TK18,000.00"
BulkCanaryInstrumentCable,Canare Instrument Cable per feet,18,"TK1,800.00"
Accessories,EnergyPack Multiplug,20,"TK23,840.00"
CarvinXLRConnectors,Carvin XLR male and female Connectors,20,"TK25,000.00"
EBPickguardScrews,Ernie Ball Pickguard Screws,21,"TK1,010.00"
AllPartsSwitchcraftMaleCablePlugEP-0280-010,"Switchcraft 1/4 Male Cable Mount Plug. Includes plug, plastic insulator, and housing.",21,"TK9,950.00"
GHSFastFretA87,GHS Fast Fret,21,"TK14,050.00"
GHSStringsGBL,GHS GBL Guitar Boomers Roundwound Light Electric Guitar Strings: .010-.046,21,"TK11,550.00"
elixir11027,Elixir Acoustic 80/20 Bronze NANOWEB® Coating Custom Light (.011-.052),22,"TK27,300.00"
StewMacTremoloTensionSpring,Tremolo Tension Spring,22,"TK7,700.00"
Guitar Strap,Satriani Strap,22,"TK68,000.00"
Elixir16027,Elixir Acoustic Phosphor Bronze NANOWEB® Coating Custom Light (.011-.052),23,"TK31,050.00"
GuitarPicksD47P3N,Dunlop Lemmy Pick Tin Pack,24,"TK6,740.00"
ProAudio,Neutrik TS Male Cable Mount Connector,24,"TK307,061.00"
Elixir12102,"Elixir Electric with Anti-Rust coating, plated plain steels NANOWEB® Coating Medium (.011-.049)",24,"TK22,800.00"
Guitar Maintenance,Fret leveling: 24 frets,25,"TK33,450.00"
Electric Guitar,Reverend Double Agent III  Vintage Clear Flame Maple with Hard case,25,"TK2,609,316.00"
DiagoVelcroPB05,"Diago Velcro (PB05): 25mm wide, Adhesive backed, Hook only",25,"TK3,100.00"
Setup and Intonation,"Electric Guitar Setup, Intonation, Polish, Fretboard Hydration, String Height Adjust",25,"TK31,300.00"
GHSStringsGBXL,GHS GBXL Guitar Boomers Roundwound Extra Light Electric Guitar Strings: .009-.042,26,"TK14,300.00"
Elixir12050,"Elixir Electric with Anti-Rust coating, plated plain steels POLYWEB® Coating Light (.010-.046)",28,"TK26,600.00"
AllPartsNickelHumbuckingRingScrewsGS-0008-B01,"Humbucking Pickup Ring Screws, Tall, Nickel, #2 x 3/4""",30,TK970.00
Elixir12000,"Elixir Electric with Anti-Rust coating, plated plain steels POLYWEB® Coating Super Light (.009-.042)",30,"TK28,450.00"
Elixir16002,Elixir Acoustic Phosphor Bronze NANOWEB® Coating Extra Light (.010-.047),31,"TK41,850.00"
Cable,Canary Cable Per Feet,32,"TK9,275.00"
Guitar Strings,Martin MSP 3050 .011-.052 80/20 Bronze,33,"TK19,100.00"
Elixir11002,Elixir Acoustic 80/20 Bronze NANOWEB® Coating Extra Light (.010-.047),34,"TK41,850.00"
Elixir12052,"Elixir Electric with Anti-Rust coating, plated plain steels NANOWEB® Coating Light (.010-.046)",35,"TK33,250.00"
AllPartsBridgeShimBP-2214-001,Shim for locking saddles. Approximately 0.15 mm thick.,36,"TK3,600.00"
BulkCanareInstrumentCable,Canare Instrument Cable per feet,42,"TK4,200.00"
Elixir12077,"Elixir Electric with Anti-Rust coating, plated plain steels NANOWEB® Coating Light-Heavy (.010-.52)",43,"TK40,850.00"
GuitarStringsEB2223,Ernie Ball 2223 Super Slinky Nickel Wound Electric Strings: .009-.042 Custom Gauge,43,"TK23,650.00"
Maintenance,Fret Cleaning and setup,53,"TK60,900.00"
Repair and maintenace,Marshal Footswitch,57,"TK69,000.00"
service charge,Electronics Service,57,"TK77,740.00"
Elixir12027,"Elixir Electric with Anti-Rust coating, plated plain steels NANOWEB® Coating Custom Light (.009-.046)",60,"TK57,000.00"
Effects Pedal,"MXR M81 Bass Preamp Pedal: Bass Preamp Pedal with XLR Direct Out, 3-band EQ, and Level Controls",67,"TK1,182,680.00"
AudioCable3Core,"Audio cable: 3 core shielded, Country of origin UK per Feet",100,"TK10,000.00"
VaporShark,Premium Electronic Cigarette e-Liquid Pinky 8 MG,110,"TK246,700.00"
Installation,Installation,117,"TK101,650.00"
Guitar Accessories,Daddario VariGrip,137,"TK196,727.00"
Elixir12002,"Elixir Electric with Anti-Rust coating, plated plain steels NANOWEB® Coating Super Light (.009-.042)",142,"TK134,900.00"
Picks,Dunlop,200,"TK29,800.00"
Speaker Cable,12GA UK per feet,251,"TK14,250.00"
Discount,Discount,293,"-TK1,393,875.00"
Microphone Cable,"Quadstar UK, per feet",675,"TK40,500.00"
Guitar Pick,Dunlop Jazz III XL,706,"TK50,562.10"
Total,,,"TK25,892,375.48"
